,title,ISBN,weight
160,牧羊少年奇幻之旅,978-7-5442-4419-0,"[('牧羊少年奇幻之旅', 0.45779896579935925), ('与心沟通', 0.2435777380164726), ('保罗柯艾略', 0.2435777380164726), ('跨海', 0.22889948289967962), ('牧羊', 0.22889948289967962), ('炼金术士', 0.21848509515697773), ('悟出', 0.20380684004018473), ('巴西', 0.20380684004018473), ('羊群', 0.19822642643693092), ('奇遇', 0.19339245229748284), ('历尽', 0.19339245229748284), ('梦见', 0.19339245229748284), ('撒哈拉', 0.18531442558603667), ('卖掉', 0.18531442558603667), ('沙漠', 0.17871419718068982), ('指引', 0.17581656860556313), ('接连', 0.173133783577436), ('到达', 0.17063617046924365), ('穿越', 0.15072392574606824), ('死亡', 0.13604567062927525)]"
161,知否知否应是绿肥红瘦,978-7-5113-7333-5,"[('知否', 0.2553832290112631), ('关心则乱', 0.2043065832090105), ('描写', 0.18340240420276524), ('老爷', 0.1462583358909811), ('读者', 0.14172001486882577), ('豆瓣', 0.1158992518659063), ('主仆关系', 0.10870390524590098), ('盛府', 0.10870390524590098), ('团圆', 0.10870390524590098), ('君主', 0.10870390524590098), ('英明', 0.10870390524590098), ('知乎', 0.10870390524590098), ('男儿', 0.10870390524590098), ('世叔', 0.10870390524590098), ('谋略家', 0.10870390524590098), ('果敢', 0.10870390524590098), ('遗策', 0.10870390524590098), ('投机者', 0.10870390524590098), ('历史记录', 0.10215329160450524), ('妩媚', 0.10215329160450524)]"
162,给孩子讲量子力学,978-7-5139-1003-3,"[('量子力学', 0.5701495397947935), ('物理学家', 0.28214182394191073), ('物理', 0.28042388317177563), ('李淼', 0.2714997808546636), ('科学', 0.20304108582815822), ('世界', 0.17615384937823583), ('孩子', 0.14005028074388487), ('带入', 0.10365887192698905), ('科学家', 0.09981097554580652), ('量子', 0.09669486659669353), ('顶尖', 0.09669486659669353), ('小朋友', 0.09612149005951577), ('诺贝尔奖', 0.09404727464730357), ('给孩子', 0.09110596888293712), ('学院', 0.08792125748552705), ('三一学院', 0.08667293825412072), ('饶有兴味', 0.08667293825412072), ('生动有趣', 0.08478982085152162), ('好奇心', 0.08214222890213164), ('可感', 0.08144993425639908)]"
163,蔡康永的说话之道,978-7-5404-6778-4,"[('蔡康永的说话之道', 0.5166752019991835), ('蔡康永', 0.3748608527360951), ('搞清楚', 0.3317148156431244), ('变得', 0.16868944860178736), ('透过', 0.1683971915702887), ('懂得', 0.16146018270502202), ('研究', 0.13588821780841642), ('沟通', 0.13266555318921544), ('宏愿', 0.1280032162699893), ('玩味', 0.1280032162699893), ('稍加', 0.1280032162699893), ('兔斯', 0.12028960549635669), ('会令', 0.12028960549635669), ('狂笑', 0.12028960549635669), ('饶有', 0.12028960549635669), ('开端', 0.12028960549635669), ('有趣', 0.1196599517285263), ('俏皮', 0.11481671155537411), ('短文', 0.11481671155537411), ('说话之道', 0.11481671155537411)]"
164,激荡十年，水大鱼大 : 中国企业2008-2018,978-7-5086-8262-4,"[('大鱼', 0.30113294379234207), ('公司', 0.27932317207723123), ('激荡', 0.27011113747563115), ('记录', 0.16487532342138414), ('吴晓波', 0.15595079147118343), ('改革开放', 0.15435619112314444), ('互联网', 0.1474881049884355), ('市值', 0.1473333477139806), ('涨停', 0.13687861081470096), ('全球', 0.11947410998900759), ('市场', 0.11266545724349877), ('涨停板', 0.10950288865176076), ('大水', 0.10950288865176076), ('变化', 0.1085306070447286), ('经济', 0.10631022660236017), ('企业史', 0.10290412741542963), ('金融', 0.10259669608756473), ('连续', 0.08719349420300457), ('词汇', 0.08331001460051513), ('很深', 0.08212716648882057)]"
165,十宗罪 . 4 :中国十大凶杀案,978-7-5404-6351-9,"[('凶杀案', 0.26763803293413485), ('十宗罪', 0.261111378778121), ('警察', 0.21394082871305944), ('全国', 0.19490484182903178), ('闹鬼', 0.1644348532157398), ('心脏病', 0.1644348532157398), ('琥珀', 0.1644348532157398), ('老太', 0.1644348532157398), ('当局', 0.1644348532157398), ('特案', 0.15452583301854178), ('公布', 0.15452583301854178), ('奸杀', 0.15452583301854178), ('特大案件', 0.15452583301854178), ('大案', 0.14749527130240017), ('未成年', 0.14749527130240017), ('国产悬疑惊悚小说', 0.14749527130240017), ('化名', 0.14749527130240017), ('胆小', 0.14749527130240017), ('涉案', 0.14749527130240017), ('奇案', 0.14204194396885028)]"
166,斑羚飞渡,978-7-5342-5003-3,"[('狼崽', 0.4448722636486063), ('羊群', 0.359244200962357), ('羊羔', 0.23097598282713508), ('母狼', 0.16498284487652504), ('肉糜', 0.14714467597956193), ('红崖', 0.14714467597956193), ('山坳', 0.14714467597956193), ('老羊', 0.14714467597956193), ('飞渡', 0.11035850698467145), ('理由', 0.10417012219029427), ('斑羚', 0.10370818527210246), ('产下', 0.09898970692591502), ('动物小说', 0.09470522746059182), ('草原', 0.07965774775840079), ('追求', 0.0754769661907168), ('枯树', 0.07357233798978097), ('哺乳期', 0.07357233798978097), ('死树', 0.07357233798978097), ('哨羊', 0.07357233798978097), ('奶妈', 0.07357233798978097)]"
167,查理九世 . [24] :末日浮空城 = The air city of doomsday,978-7-5342-8621-6,"[('浮空', 0.6689413396174884), ('冒险', 0.33845063816554705), ('协会', 0.2612205385884157), ('影迷', 0.18644202966416062), ('接受考验', 0.18644202966416062), ('小队', 0.1672353349043721), ('小伙伴', 0.1516085304956705), ('重重', 0.12714207329007585), ('登上', 0.12263877073169314), ('请缨', 0.09322101483208031), ('清缴', 0.09322101483208031), ('死对头', 0.09322101483208031), ('城的', 0.09322101483208031), ('从何而来', 0.0876034167334434), ('杀机', 0.08361766745218605), ('会长', 0.08361766745218605), ('结识', 0.08361766745218605), ('大本营', 0.08361766745218605), ('追踪', 0.08361766745218605), ('遗产', 0.08052608012563513)]"
168,断舍离,978-7-5404-8930-4,"[('断舍离', 0.781150546895139), ('整理', 0.1941776475013047), ('物品', 0.18188431716066425), ('舍弃', 0.12004006587934625), ('负面', 0.09487826262520946), ('山下英子', 0.08819441658493506), ('稻盛', 0.08819441658493506), ('人生', 0.0874083851164196), ('实践', 0.08383614053181046), ('断绝', 0.08287972667504334), ('执念', 0.07910889417394353), ('践行', 0.07910889417394353), ('思考', 0.07800630808555253), ('家居', 0.07618400925311657), ('张德芬', 0.07618400925311657), ('立足', 0.07559521421565861), ('生活', 0.07264023360862452), ('梳理', 0.07164357774282659), ('脱离', 0.06584919549550468), ('扔掉', 0.06325217508347296)]"
169,小狗钱钱,978-7-5442-4388-9,"[('理财', 0.6361339453376132), ('金钱', 0.31442300685095564), ('小狗钱钱', 0.2752718637775235), ('支配', 0.24244360083908031), ('投资', 0.1767870749621939), ('发财', 0.14973258203969889), ('取名', 0.14292010196187896), ('救助', 0.13763593188876175), ('财商', 0.13763593188876175), ('一家人', 0.13331845057047728), ('富人', 0.1296680721289023), ('财务自由', 0.12650597049265735), ('资产', 0.11500886087282496), ('受伤', 0.11500886087282496), ('高手', 0.11325394065968067), ('教会', 0.11325394065968067), ('欧洲', 0.10602232422293553), ('投资理财', 0.10365228926827899), ('偶然', 0.09770101631845227), ('积累', 0.09770101631845227)]"
170,忠诚的流浪狗,978-7-5342-8061-0,"[('马小跳', 0.706763677763048), ('狗狗', 0.27160916948455543), ('平衡', 0.1852208592400889), ('流浪狗', 0.16296550169073326), ('生日礼物', 0.15314502618861256), ('林果', 0.11363067702608073), ('撞伤', 0.10864366779382216), ('淘气包马小跳', 0.10139669829629117), ('摩托车', 0.09745152528894506), ('杨红樱', 0.08565032076388791), ('淘气包马小跳系列', 0.08265631766976497), ('轮胎', 0.08148275084536663), ('冤屈', 0.08148275084536663), ('放学', 0.08111735863703293), ('叔叔', 0.07971239911598746), ('儿童', 0.07550808502978683), ('小伙伴', 0.07067636777630479), ('金子', 0.07038634513098156), ('儿童文学', 0.07027931282567122), ('担当', 0.0663116204619468)]"
171,我们仨,978-7-108-05171-4,"[('我们仨', 0.5056406645002609), ('杨绛', 0.47517021703080614), ('回忆录', 0.23758510851540307), ('逝世', 0.2183909965884393), ('钱钟书', 0.2183909965884393), ('家庭', 0.1934704500654023), ('溫情', 0.12641016612506523), ('质朴可爱的一家', 0.12641016612506523), ('传记自传', 0.12641016612506523), ('留学', 0.12641016612506523), ('实感', 0.12641016612506523), ('已于', 0.12641016612506523), ('伉俪', 0.11879255425770154), ('爱女', 0.11338777262467414), ('结成', 0.11338777262467414), ('高龄', 0.10919549829421965), ('坎坷', 0.10577016075731042), ('记述', 0.10287407913516243), ('梦境', 0.10287407913516243), ('夫人', 0.10287407913516243)]"
172,魔法手指,978-7-5332-5957-0,"[('革利', 0.3124329774687636), ('姑娘', 0.29182944351544376), ('夫妇', 0.24806117415870813), ('魔法', 0.2255528200570351), ('手指', 0.20324818251656926), ('老头', 0.19573695463244892), ('农场', 0.19573695463244892), ('打猎', 0.19573695463244892), ('故事', 0.1903696860680242), ('评论', 0.1822605060889199), ('生动', 0.150783540963253), ('有趣', 0.12169523317372681), ('叠成', 0.1041443258229212), ('达成谅解', 0.1041443258229212), ('讲法', 0.1041443258229212), ('龟壳', 0.1041443258229212), ('细看', 0.1041443258229212), ('装傻', 0.09786847731622446), ('老套', 0.09786847731622446), ('欢心', 0.09786847731622446)]"
173,巨人的陨落 . Ⅰ = Fall of giants,978-7-5399-8989-1,"[('比利', 0.7002300039069443), ('陨落', 0.17505750097673609), ('矿工', 0.16299773103131293), ('外公', 0.1531753133546441), ('巨人', 0.14172456760091837), ('硝烟', 0.10443299793191244), ('矿井', 0.09314156058932167), ('卧室', 0.09243904512717276), ('邮报', 0.08857785475057398), ('交织', 0.08403800420522334), ('忍不住', 0.08044509232243306), ('衬衫', 0.07232077814362267), ('面包', 0.07232077814362267), ('展现', 0.07166459512806929), ('钵子', 0.06985617044199126), ('共命运', 0.06985617044199126), ('同呼吸', 0.06985617044199126), ('煤矿', 0.06985617044199126), ('畅销', 0.06710967088867255), ('衰落', 0.06564656286627603)]"
174,兔子坡 = Rabbit hill,978-7-5414-5199-7,"[('兔子', 0.34944524436299784), ('搬来', 0.32281401495937023), ('居民', 0.25648061392737725), ('动物', 0.176203708721621), ('蕴含着', 0.16140700747968512), ('雀跃', 0.15406336852083546), ('大房子', 0.15406336852083546), ('新来', 0.15406336852083546), ('原型', 0.15406336852083546), ('充满希望', 0.14836719961159012), ('好时光', 0.14836719961159012), ('期盼', 0.14836719961159012), ('滋养', 0.14371309073334357), ('年少', 0.13977809774519914), ('后院', 0.13977809774519914), ('猜测', 0.13977809774519914), ('迎接', 0.13636945177449392), ('长青藤国际大奖小说', 0.13636945177449392), ('爱心', 0.13636945177449392), ('希望', 0.13280846291963533)]"
175,虚无的十字架,978-7-5404-7184-2,"[('夜子', 0.6626115685335252), ('死刑', 0.24885932013998596), ('东野圭吾', 0.2465031372291935), ('犯人', 0.18088953403622327), ('十字架', 0.1493155920839916), ('虚无', 0.1446317332216689), ('宣判', 0.144045993159462), ('凶手', 0.11370155256337972), ('重返', 0.09378105798692565), ('超强', 0.09149410151382838), ('打算', 0.09084807808421418), ('打电话', 0.08767238154912377), ('回娘家', 0.08642759589567721), ('赎罪', 0.08121937649098741), ('温情', 0.07760551643465556), ('解脱', 0.07752408601552424), ('短信', 0.0746577960419958), ('感到', 0.07052976682988381), ('用尽', 0.07033579349019425), ('读者', 0.06677204751522867)]"
176,蓝色的海豚岛 = Island of the blue dolphins,978-7-5307-4995-1,"[('海豚', 0.32987862040091015), ('石头', 0.3039057641487468), ('海獭', 0.2748988503340918), ('海鸥', 0.20666652118079726), ('野狗', 0.20666652118079726), ('坐在', 0.1985002969395039), ('蓝色的海豚岛', 0.16493931020045507), ('蜥蜴', 0.15499989088559796), ('弟弟', 0.12548615392876078), ('用具', 0.10995954013363671), ('经典性', 0.10995954013363671), ('海象', 0.10995954013363671), ('船只', 0.10995954013363671), ('争雄', 0.10995954013363671), ('捕鱼', 0.10995954013363671), ('岛屿', 0.10995954013363671), ('野菜', 0.10995954013363671), ('离开', 0.10821125655996304), ('决斗', 0.10333326059039863), ('蟋蟀', 0.10333326059039863)]"
177,无人生还 = And then there were none,978-7-5133-2233-1,"[('客人', 0.40685005272229036), ('无人生还', 0.3696763402771073), ('推理小说', 0.21401373817574876), ('死亡', 0.20647562473617365), ('侦探推理', 0.18483817013855364), ('到齐', 0.18483817013855364), ('海岸边', 0.17369962423239452), ('指控', 0.16579670014273812), ('歌谣', 0.16579670014273812), ('咒语', 0.16579670014273812), ('受邀', 0.16579670014273812), ('各异', 0.15966671598313031), ('士兵', 0.15966671598313031), ('小岛', 0.15966671598313031), ('生还', 0.15966671598313031), ('与世隔绝', 0.15966671598313031), ('孤岛', 0.154658154236579), ('豪宅', 0.15042347561840425), ('杀人', 0.14351960833041988), ('罪恶', 0.14351960833041988)]"
178,穷查理宝典 : 查理·芒格智慧箴言录 = Poor Charlie's almanack : the wit and wisdom of Charlie T. Munger,978-7-5086-6332-6,"[('芒格', 0.5047975404232707), ('查理', 0.46627185036377927), ('演讲', 0.3381112003626041), ('商业', 0.14188066591985887), ('投资', 0.13387746442847123), ('传记', 0.10971102361500688), ('箴言', 0.10823065470485732), ('投资哲学', 0.10422905395916351), ('访谈', 0.09819514643623092), ('巴菲特', 0.09008976316362206), ('收录', 0.08539564540647959), ('终身', 0.08452780009065103), ('敬服', 0.08044050796877773), ('药方', 0.08044050796877773), ('毕业典礼', 0.08044050796877773), ('百科全书式', 0.08044050796877773), ('雄辩家', 0.08044050796877773), ('增订本', 0.08044050796877773), ('学习', 0.07621500676640397), ('洁癖', 0.0755930768886423)]"
179,上海寻宝记,978-7-5391-7981-0,"[('上海寻宝记', 0.45901756382638176), ('宝物', 0.43813334499879497), ('坏蛋', 0.3060117092175878), ('疯狂阅读', 0.16281740568728678), ('一年级暑假年月', 0.16281740568728678), ('替罪羊', 0.16281740568728678), ('偷窃', 0.16281740568728678), ('夺回', 0.1530058546087939), ('神兽', 0.14604444833293168), ('守卫', 0.14604444833293168), ('司徒', 0.14604444833293168), ('盯上', 0.14604444833293168), ('养生', 0.14064476212621713), ('逛逛', 0.14064476212621713), ('沦为', 0.13250271865543078), ('大中华', 0.13250271865543078), ('克服', 0.12927149097857654), ('寻宝记', 0.12927149097857654), ('朋友', 0.1270811300444394), ('编著', 0.12387180477186202)]"
180,再被狐狸骗一次,978-7-5342-5000-2,"[('蝴蝶斑', 0.5201860478347432), ('鼻头', 0.3121116287008459), ('小狐', 0.2600930239173716), ('石槽', 0.2600930239173716), ('水磨坊', 0.19553563200089866), ('巨蜥', 0.1820651167421601), ('清窝', 0.1820651167421601), ('公狐', 0.17109367800078634), ('脚爪', 0.146651724000674), ('狐狸', 0.13480397132652588), ('母狐', 0.1300465119586858), ('红狐', 0.12220977000056166), ('再被狐狸骗一次', 0.10403720956694863), ('窝巢', 0.10403720956694863), ('大公', 0.10403720956694863), ('尾巴', 0.07288232155932786), ('生活', 0.07103163199175733), ('子女', 0.06528766268144442), ('年轻人', 0.06379383068373719), ('领地', 0.06350002807173094)]"
181,刺杀骑士团长 . 第1部 :显形理念篇,978-7-5327-7658-0,"[('骑士团', 0.3743967725961133), ('村上春树', 0.3130814939705799), ('刺杀', 0.2690504642505372), ('回归', 0.15428250359940676), ('免色', 0.15416337695134075), ('绘画', 0.13404320293347438), ('真理', 0.12899188145121773), ('歌剧', 0.12417713734640179), ('世界', 0.11509759749807826), ('邻居', 0.10799775251958472), ('面孔', 0.0969518022842572), ('邪恶', 0.0969518022842572), ('班女', 0.08809335825790901), ('肖像画家', 0.08809335825790901), ('面人', 0.08809335825790901), ('涉与', 0.08809335825790901), ('画室', 0.08809335825790901), ('期待', 0.08731117293850389), ('画家', 0.08550130814572313), ('奇妙', 0.08176718178503398)]"
182,朝花夕拾 : 鲁迅专集 : 经典彩绘本,978-7-5477-0063-1,"[('专集', 0.49213776172573603), ('彩绘', 0.47200792491877736), ('鲁迅', 0.4068817248080765), ('经典', 0.24670648905825837), ('朝花夕拾', 0.18142727992035937), ('记念', 0.1396672525930129), ('纯美', 0.13766897810131004), ('书系', 0.12324757650445921), ('阅读', 0.11083980011273536), ('作品', 0.11047716921362842), ('投枪', 0.09908230760105113), ('自语', 0.09908230760105113), ('杂文', 0.08939810896613848), ('荒凉', 0.08887514754375701), ('匕首', 0.08887514754375701), ('滋养', 0.08290434167138114), ('散文诗', 0.07431173070078835), ('拿来主义', 0.07431173070078835), ('节奏性', 0.07431173070078835), ('人和物', 0.06983362629650645)]"
